+1.50568000000E+002,-6.21365900000E+001,+9.56870400000E+001,-9.91534800000E+001,+5.00516200000E+001
+1.45604500000E+002,-6.74370700000E+001,+9.07102400000E+001,-1.04331100000E+002,+4.45320500000E+001
+1.42560600000E+002,-7.06107600000E+001,+8.78839000000E+001,-1.06289400000E+002,+4.29137600000E+001
+1.35646900000E+002,-7.77869700000E+001,+8.16572300000E+001,-1.11821300000E+002,+3.78247900000E+001
+1.30683200000E+002,-8.31352000000E+001,+7.65225700000E+001,-1.17056200000E+002,+3.25420600000E+001
+1.23820800000E+002,-9.00396200000E+001,+7.06662300000E+001,-1.22211600000E+002,+2.77016800000E+001
+1.19187600000E+002,-9.52806200000E+001,+6.52532200000E+001,-1.27546300000E+002,+2.23211000000E+001
+1.12709800000E+002,-1.01725900000E+002,+5.95382300000E+001,-1.33497100000E+002,+1.61784900000E+001
+1.07528700000E+002,-1.07107700000E+002,+5.44475300000E+001,-1.38677600000E+002,+1.08787900000E+001
+1.01101300000E+002,-1.13286100000E+002,+4.89482700000E+001,-1.44409000000E+002,+4.98231500000E+000
+9.10693100000E+001,-1.22227500000E+002,+4.11690200000E+001,-1.51154200000E+002,-1.70824300000E+000
+8.60403400000E+001,-1.27784600000E+002,+3.51168900000E+001,-1.58127800000E+002,-9.12300500000E+000
+7.98899700000E+001,-1.33547700000E+002,+3.00250600000E+001,-1.62916800000E+002,-1.37681400000E+001
+7.44766500000E+001,-1.39497800000E+002,+2.34543900000E+001,-1.70421500000E+002,-2.17559900000E+001
+6.87824600000E+001,-1.44271800000E+002,+1.96762000000E+001,-1.74170100000E+002,-2.58263800000E+001
+6.31002000000E+001,-1.50301300000E+002,+1.29328400000E+001,+1.78521300000E+002,-3.32458500000E+001
+5.72534500000E+001,-1.55747100000E+002,+7.93060800000E+000,+1.73564800000E+002,-3.82459200000E+001
+5.13711500000E+001,-1.62063700000E+002,+7.16384100000E-001,+1.65939900000E+002,-4.58099100000E+001
+4.99716400000E+001,-1.62470200000E+002,+1.37660600000E+000,+1.66508600000E+002,-4.57708900000E+001
+4.27673800000E+001,-1.70077900000E+002,-7.14637000000E+000,+1.57552300000E+002,-5.41894800000E+001
+3.75044100000E+001,-1.74796800000E+002,-1.18742300000E+001,+1.52971200000E+002,-5.88993000000E+001
+3.00424300000E+001,+1.77490800000E+002,-2.03270500000E+001,+1.44588300000E+002,-6.65029100000E+001
+2.59099600000E+001,+1.74179700000E+002,-2.32114400000E+001,+1.41312700000E+002,-7.07048800000E+001
+1.77749600000E+001,+1.65858100000E+002,-3.25607400000E+001,+1.32840400000E+002,-7.83483500000E+001
+1.25993200000E+001,+1.61318800000E+002,-3.70968200000E+001,+1.28436300000E+002,-8.29977900000E+001
+4.34719400000E+000,+1.53204700000E+002,-4.59355000000E+001,+1.20800300000E+002,-8.97679400000E+001
+1.53465800000E+000,+1.49607100000E+002,-5.12374400000E+001,+1.14149100000E+002,-9.69657700000E+001
-4.54196400000E+000,+1.44213700000E+002,-5.65377900000E+001,+1.09335200000E+002,-1.01930700000E+002
-1.08034200000E+001,+1.38129700000E+002,-6.30062000000E+001,+1.03282000000E+002,-1.07702200000E+002
-1.70278300000E+001,+1.32505000000E+002,-6.85835200000E+001,+9.83862100000E+001,-1.12875800000E+002
-2.36948500000E+001,+1.25936900000E+002,-7.56941700000E+001,+9.23540600000E+001,-1.18122000000E+002
-2.94201600000E+001,+1.20953100000E+002,-8.04379700000E+001,+8.75769900000E+001,-1.23690700000E+002
-3.61924100000E+001,+1.14634800000E+002,-8.69330600000E+001,+8.19735900000E+001,-1.28965600000E+002
-4.19558800000E+001,+1.09453100000E+002,-9.18385000000E+001,+7.69890600000E+001,-1.34780500000E+002
-4.51447400000E+001,+1.06973000000E+002,-9.43235300000E+001,+7.54927000000E+001,-1.35995600000E+002
-5.32641100000E+001,+9.99950200000E+001,-1.00442500000E+002,+7.01097900000E+001,-1.41526800000E+002
-5.85600700000E+001,+9.51749000000E+001,-1.05248800000E+002,+6.53025200000E+001,-1.46879800000E+002
-6.62689200000E+001,+8.85673200000E+001,-1.10998600000E+002,+6.02256000000E+001,-1.52068800000E+002
-7.08781100000E+001,+8.40555000000E+001,-1.15968900000E+002,+5.52798600000E+001,-1.57611300000E+002
-7.79576500000E+001,+7.77323700000E+001,-1.21612900000E+002,+4.93588800000E+001,-1.64142900000E+002
-8.32258300000E+001,+7.29987900000E+001,-1.26498300000E+002,+4.45485400000E+001,-1.69615600000E+002
-8.99378500000E+001,+6.68298000000E+001,-1.31888400000E+002,+3.87404000000E+001,-1.76027200000E+002
